0.743273E-04 0.198404E+08
0.103732E-03 0.198392E+08
0.144770E-03 0.198369E+08
0.202043E-03 0.198323E+08
0.281973E-03 0.198236E+08
0.393525E-03 0.198071E+08
0.549209E-03 0.197766E+08
0.766483E-03 0.197220E+08
0.106971E-02 0.196286E+08
0.149290E-02 0.194744E+08
0.208352E-02 0.192283E+08
0.290778E-02 0.188496E+08
0.405814E-02 0.182910E+08
0.419569E-02 0.182233E+08
0.433790E-02 0.181533E+08
0.448493E-02 0.180809E+08
0.463695E-02 0.180061E+08
0.479412E-02 0.179287E+08
0.495662E-02 0.178488E+08
0.512462E-02 0.177663E+08
0.529832E-02 0.176812E+08
0.547791E-02 0.175933E+08
0.566358E-02 0.175027E+08
0.585555E-02 0.174093E+08
0.605403E-02 0.173134E+08
0.625923E-02 0.172142E+08
0.647139E-02 0.171121E+08
0.669073E-02 0.170069E+08
0.691752E-02 0.168986E+08
0.715199E-02 0.167873E+08
0.739440E-02 0.166727E+08
0.764504E-02 0.165550E+08
0.790417E-02 0.164337E+08
0.817208E-02 0.163093E+08
0.844907E-02 0.161816E+08
0.873546E-02 0.160505E+08
0.903155E-02 0.159159E+08
0.933767E-02 0.157777E+08
0.965417E-02 0.156362E+08
0.998140E-02 0.154909E+08
0.103197E-01 0.153420E+08
0.106695E-01 0.151894E+08
0.110312E-01 0.150331E+08
0.114051E-01 0.148729E+08
0.117916E-01 0.147090E+08
0.121913E-01 0.145411E+08
0.126045E-01 0.143694E+08
0.130318E-01 0.141937E+08
0.134735E-01 0.140141E+08
0.139302E-01 0.138304E+08
0.144023E-01 0.136428E+08
0.148905E-01 0.134511E+08
0.153952E-01 0.132553E+08
0.159170E-01 0.130555E+08
0.164565E-01 0.128517E+08
0.170143E-01 0.126439E+08
0.175910E-01 0.124322E+08
0.181873E-01 0.122165E+08
0.188038E-01 0.119969E+08
0.194411E-01 0.117736E+08
0.201001E-01 0.115467E+08
0.207814E-01 0.113163E+08
0.214858E-01 0.110825E+08
0.222140E-01 0.108456E+08
0.229670E-01 0.106058E+08
0.237454E-01 0.103633E+08
0.245503E-01 0.101184E+08
0.253824E-01 0.987157E+07
0.262428E-01 0.962309E+07
0.271323E-01 0.937342E+07
0.280519E-01 0.912304E+07
0.290027E-01 0.887249E+07
0.299858E-01 0.862234E+07
0.310022E-01 0.837322E+07
0.320530E-01 0.812581E+07
0.331394E-01 0.788082E+07
0.342627E-01 0.763900E+07
0.354240E-01 0.740111E+07
0.366247E-01 0.716795E+07
0.378661E-01 0.693958E+07
0.391496E-01 0.671638E+07
0.404766E-01 0.650007E+07
0.418485E-01 0.629150E+07
0.432670E-01 0.609137E+07
0.447335E-01 0.590016E+07
0.462498E-01 0.571810E+07
0.478174E-01 0.554516E+07
0.494382E-01 0.538105E+07
0.511139E-01 0.522522E+07
0.528464E-01 0.507697E+07
0.546377E-01 0.493547E+07
0.564896E-01 0.479982E+07
0.584043E-01 0.466908E+07
0.611572E-01 0.449880E+07
0.639101E-01 0.433727E+07
0.666629E-01 0.418343E+07
0.694158E-01 0.403328E+07
0.721687E-01 0.388424E+07
0.749215E-01 0.373501E+07
0.776744E-01 0.358567E+07
0.804273E-01 0.343727E+07
0.831801E-01 0.329146E+07
0.859330E-01 0.315005E+07
0.886858E-01 0.301468E+07
0.914387E-01 0.288672E+07
0.941916E-01 0.276721E+07
0.969444E-01 0.265698E+07
0.996973E-01 0.255655E+07
0.102450E+00 0.246618E+07
0.105203E+00 0.238570E+07
0.107956E+00 0.231454E+07
0.110709E+00 0.225174E+07
0.113462E+00 0.219600E+07
0.116214E+00 0.214589E+07
0.118967E+00 0.209987E+07
0.121720E+00 0.205645E+07
0.124473E+00 0.201427E+07
0.127226E+00 0.197214E+07
0.129979E+00 0.192916E+07
0.132732E+00 0.188477E+07
0.135485E+00 0.183876E+07
0.138237E+00 0.179130E+07
0.140990E+00 0.174278E+07
0.143743E+00 0.169380E+07
0.146496E+00 0.164497E+07
0.149249E+00 0.159692E+07
0.152002E+00 0.155023E+07
0.154755E+00 0.150546E+07
0.157507E+00 0.146309E+07
0.160260E+00 0.142357E+07
0.163013E+00 0.138722E+07
0.165766E+00 0.135421E+07
0.168519E+00 0.132447E+07
0.171272E+00 0.129777E+07
0.174025E+00 0.127369E+07
0.176778E+00 0.125171E+07
0.179530E+00 0.123133E+07
0.182283E+00 0.121205E+07
0.185036E+00 0.119341E+07
0.187789E+00 0.117503E+07
0.190542E+00 0.115658E+07
0.193295E+00 0.113778E+07
0.196048E+00 0.111846E+07
0.198800E+00 0.109849E+07
0.201553E+00 0.107789E+07
0.204306E+00 0.105676E+07
0.207059E+00 0.103529E+07
0.209812E+00 0.101372E+07
0.212565E+00 0.992289E+06
0.215318E+00 0.971270E+06
0.218070E+00 0.950886E+06
0.226792E+00 0.892501E+06
0.235863E+00 0.843908E+06
0.245296E+00 0.804122E+06
0.255106E+00 0.767358E+06
0.265309E+00 0.728234E+06
0.275920E+00 0.685616E+06
0.286956E+00 0.643241E+06
0.298432E+00 0.605844E+06
0.310368E+00 0.574203E+06
0.322781E+00 0.544996E+06
0.335691E+00 0.514769E+06
0.349117E+00 0.483858E+06
0.363080E+00 0.455332E+06
0.377601E+00 0.430210E+06
0.392703E+00 0.406645E+06
0.408409E+00 0.383014E+06
0.424743E+00 0.360231E+06
0.441731E+00 0.339528E+06
0.459398E+00 0.320202E+06
0.477771E+00 0.301380E+06
0.496880E+00 0.283534E+06
0.516752E+00 0.267002E+06
0.537420E+00 0.251297E+06
0.558914E+00 0.236323E+06
0.581267E+00 0.222310E+06
0.604515E+00 0.209078E+06
0.628692E+00 0.196539E+06
0.653837E+00 0.184757E+06
0.816543E+00 0.129609E+06
0.101974E+01 0.903881E+05
0.127350E+01 0.627014E+05
0.159041E+01 0.432874E+05
0.198618E+01 0.297554E+05
0.248044E+01 0.203734E+05
0.309769E+01 0.139000E+05
0.386855E+01 0.945275E+04
